City,State,Metro,CountyName,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12
Thomasville,NC,Winston-Salem,Davidson,98800,98500,98200,98100,97800,97200,97300,98200,99700,100800,101800,103000
Los Banos,CA,Merced,Merced,236900,237200,238200,239900,241800,243500,245100,247200,249200,251300,254300,257500
Littleton,CO,Denver,Arapahoe,352400,355600,358200,361200,364200,367000,370200,373100,375100,377100,379500,383500
Riverton,UT,Salt Lake City,Salt Lake,319800,320600,321500,323200,325000,325900,326600,327700,329800,332100,333900,336000
Olympia,WA,Olympia,Thurston,247200,249100,251400,253800,255600,257400,259200,261000,262400,263300,264300,265500
Beaumont,CA,Riverside,Riverside,273000,273800,274700,276700,279100,281600,283800,285400,286700,289400,291700,292500
Elizabeth City,NC,Elizabeth City,Pasquotank,133600,133300,133100,133000,133000,132900,133100,133300,133600,134000,134600,135300
Amherst,MA,Springfield,Hampshire,300000,300200,300100,299300,297700,296900,298100,299800,300900,301300,302000,303000
Winder,GA,Atlanta,Barrow,131300,131800,132600,134200,136200,137700,138900,139900,140800,142000,143400,144400
Rock Island,IL,Davenport,Rock Island,71600,70800,71000,71400,71600,71800,72100,72500,72900,73200,73100,73000
Lincoln Park,MI,Detroit,Wayne,58100,58400,58700,59300,59700,60400,61000,61600,62300,63400,64600,65600
Moorhead,MN,Fargo,Clay,175900,176800,178000,179400,181100,182400,183000,183200,183700,184400,185000,185500
Middle River,MD,Baltimore,Baltimore,171700,171900,171900,171600,171400,172300,173800,174900,175800,176900,177900,178900
Chesterfield,VA,Richmond,Chesterfield,215600,217600,218800,220000,221900,223500,224700,227100,230700,234100,236500,238800
Hicksville,NY,New York,Nassau,397500,398800,400400,402000,402800,403600,405000,407200,409900,412900,415600,419200
Gonzales,LA,Baton Rouge,Ascension,170700,171000,171500,172200,172800,173100,173500,174000,174600,175000,175200,175200
Los Lunas,NM,Albuquerque,Valencia,128700,129000,129300,130000,130000,128800,127400,126700,126900,127700,128600,128400
Carol Stream,IL,Chicago,Du Page,220500,220600,221600,222800,223400,224000,224900,226100,227200,227900,228300,228300
District Heights,MD,Washington,Prince Georges,194400,194100,194200,195400,197300,198900,199700,200600,202400,204400,205000,205500
Euclid,OH,Cleveland,Cuyahoga,62800,63200,63500,63700,64100,64400,64600,64900,65300,65700,66500,67700
Perinton,NY,Rochester,Monroe,207500,211700,216000,219900,223200,225900,227200,227400,226800,225900,224700,223200
Brookhaven,GA,Atlanta,Dekalb,440500,443100,445300,447600,449500,450400,452300,457100,464800,473200,478500,480900
Kankakee,IL,Kankakee,Kankakee,58900,58400,58200,58500,59200,59500,59300,59400,59400,58600,57700,57100
Hallandale,FL,Miami-Fort Lauderdale,Broward,177800,178600,179100,179800,181000,182300,183500,184200,185200,186600,187700,188500
Bonney Lake,WA,Seattle,Pierce,310200,311500,313200,315700,319400,324100,329300,333400,336800,339200,341100,342300
Burlington,NC,Burlington,Alamance,88000,88300,88400,88200,87900,88400,90000,91300,91800,92000,92800,94400
Great Neck,NY,New York,Nassau,1102400,1107200,1123500,1140200,1149800,1156500,1165300,1172000,1173800,1173200,1172900,1177000
Ramona,CA,San Diego,San Diego,442500,447700,450900,452900,454100,455100,457100,460800,464600,468500,473100,477200
Harvey,LA,New Orleans,Jefferson,105500,105900,106400,107100,107900,110200,113800,117300,119900,122000,123900,126200
Addison,IL,Chicago,Du Page,205200,205100,205300,205500,205700,205800,206000,206800,208200,209700,211200,213200
Naples,FL,Naples,Collier,292500,294000,294900,295700,296500,297900,299600,300600,301000,302200,303900,304600
Marlborough,MA,Boston,Middlesex,295000,297400,299500,300800,302800,306100,309300,311900,314100,315300,316200,318500
Laurel,MS,Laurel,Jones,73000,73400,72800,72800,74000,75800,78300,80700,82600,83600,83900,84200
Gallatin,TN,Nashville,Sumner,183700,185000,186600,188200,189500,190900,193200,195100,196700,198700,201000,203200
Moses Lake,WA,Moses Lake,Grant,153600,155700,157300,158700,160000,161000,162500,163700,164500,165000,165600,165700
Montclair,NJ,New York,Essex,583800,585200,585200,582700,581400,584200,589200,592100,594000,596900,600700,604300
Wheeling,WV,Wheeling,Ohio,85600,86100,86600,87000,87200,87400,87700,88000,88500,89100,89800,90100
Maplewood,MN,Minneapolis-St Paul,Ramsey,193600,194200,195200,195900,196600,197700,199400,201500,203400,205000,206700,209000
San Bruno,CA,San Francisco,San Mateo,873600,880200,885800,886800,890300,895200,898100,899200,901800,904400,908500,913100
Greenfield,WI,Milwaukee,Milwaukee,158800,158400,158600,158700,159000,159200,159400,160100,161600,163500,165200,166500
Palmetto,FL,North Port-Sarasota-Bradenton,Manatee,169000,170200,172000,174100,175900,177200,178600,180300,182300,184100,185300,186700
Xenia,OH,Dayton,Greene,102400,101700,101800,102800,103400,103100,102500,101900,101500,101600,101500,101200
Walla Walla,WA,Walla Walla,Walla Walla,189700,190200,190600,191400,192400,193700,195500,196900,197800,198500,199800,200900
Urbandale,IA,Des Moines,Polk,207500,208300,209100,209600,209900,210700,211900,213300,215400,217500,219200,220500
Manitowoc,WI,Manitowoc,Manitowoc,94500,97600,99300,98800,98900,100400,101600,102000,102000,100900,99700,98800
Austell,GA,Atlanta,Cobb,110400,111800,113000,113700,114700,116400,117900,118700,119600,121200,122400,122800
Lancaster,TX,Dallas-Fort Worth,Dallas,122500,123800,125200,126500,127400,128300,129600,130900,132000,133300,134400,135400
Kendall West,FL,Miami-Fort Lauderdale,Miami-Dade,170600,172300,173200,173600,175100,177100,178500,180300,183100,186800,190700,193700
East Meadow,NY,New York,Nassau,407800,411200,414900,418800,421200,422900,425300,428600,431200,432900,434300,436400
Chester,VA,Richmond,Chesterfield,195000,196500,197800,198600,199700,201100,202700,204300,205700,207500,209700,211900
Lenoir,NC,Hickory,Caldwell,83000,83300,83400,83400,83500,83800,84200,84300,84100,84300,84800,85300
Clinton,MD,Washington,Prince Georges,242500,242600,244800,247400,249600,250700,251900,254700,257200,259400,261900,263100
Penfield,NY,Rochester,Monroe,204000,208500,212900,217200,220600,223500,225800,227000,227400,227600,227600,226900
Mansfield,OH,Mansfield,Richland,59700,60000,60200,60500,60600,60500,60400,60100,59900,58800,56600,54700
Seattle Hill-Silver Firs,WA,Seattle,Snohomish,374800,378900,383200,387500,390600,393100,396100,399700,402800,405600,409100,414900
Sonoma,CA,Santa Rosa,Sonoma,649500,656100,663500,669300,672500,674700,674800,673900,676400,681400,684900,689000
Fishers,IN,Indianapolis,Hamilton,218200,218800,220000,221000,222100,223600,225100,226500,228100,229500,230300,231900
Plymouth,MI,Detroit,Wayne,272500,274100,275500,276900,277600,278800,280700,281600,282500,284900,288800,292400
Somerset,KY,Somerset,Pulaski,113500,113500,113600,113700,113400,112400,111600,111600,112000,112400,112600,113200
Monroe,NJ,New York,Middlesex,338400,338000,337600,338200,339100,340200,341600,342300,342500,343300,344400,345300
Waxahachie,TX,Dallas-Fort Worth,Ellis,153600,154900,156400,158900,162000,164700,167400,169700,171400,172600,174100,175800
Franconia,VA,Washington,Fairfax,420000,420500,421500,422800,423600,424800,426500,428100,429600,430200,431100,432400
Wenatchee,WA,Wenatchee,Chelan,228900,229800,230300,231000,232300,233100,233500,233500,233700,235200,237800,240300
Brentwood,TN,Nashville,Williamson,563100,566800,569100,572900,577700,581600,586000,591400,594200,594900,597400,603000
Kannapolis,NC,Charlotte,Cabarrus,94700,95200,96000,96900,97800,98600,99200,100000,101300,102300,103200,104700
Texarkana,AR,Texarkana,Miller,89000,88300,88000,87800,87600,87800,88300,88600,89000,89600,90200,91200
Shelton,CT,Stamford,Fairfield,305900,306500,308700,311000,312300,312200,310500,308300,307500,307500,307300,307200
Essex,MD,Baltimore,Baltimore,157100,157300,156600,156400,156700,157400,157400,156100,153500,151000,150000,151300
Reynoldsburg,OH,Columbus,Franklin,136800,137400,137900,138100,138100,139000,140200,140900,141600,142700,143500,144700
Brighton,CO,Denver,Adams,270400,273100,276800,280700,283400,285300,287400,289900,292700,295500,298100,300500
Kearney,NE,Kearney,Buffalo,181900,182600,183200,183600,184400,185200,185700,186000,186200,186700,187800,189100
Ewing,NJ,Trenton,Mercer,168700,168100,167300,166800,166400,165700,165900,166700,167000,167200,168900,171200
Roy,UT,Ogden,Weber,178100,179000,179900,180800,181600,182300,183700,185600,187800,189900,191700,192900
Pekin,IL,Peoria,Tazewell,87900,89000,89600,89900,90200,90300,90300,90500,90500,89700,89000,89200
Stevens Point,WI,Stevens Point,Portage,135900,136700,137600,138000,138200,138400,138800,139200,139500,140100,140700,141300
Little Elm,TX,Dallas-Fort Worth,Denton,217000,218700,220700,222900,225400,228300,231000,233200,235500,237900,239900,240600
Oro Valley,AZ,Tucson,Pima,258800,260300,262300,263700,264600,266000,268100,270000,271800,273700,274400,274000
Waianae,HI,Urban Honolulu,Honolulu,348500,351300,356300,360800,363300,364800,364800,362600,360900,361100,363900,369200
Beverly,MA,Boston,Essex,382200,382200,381600,381200,381900,384500,388900,393700,399000,404000,407800,410900
Chelsea,MA,Boston,Suffolk,265200,266000,267100,270200,274000,277800,281000,284200,287000,290300,295600,303100
Kinston,NC,Kinston,Lenoir,80700,80700,81100,81300,81700,84000,88800,91400,89600,86700,85400,84500
Auburn,AL,Auburn,Lee,220400,221000,222000,222300,221100,220000,220400,220600,220200,220400,221800,223500
Hagerstown,MD,Hagerstown,Washington,115600,115400,115800,117400,119000,120200,120700,121200,121000,120700,121300,122500
Wildwood,MO,St. Louis,Saint Louis,355200,356300,357600,358000,356700,357000,359400,362400,363800,364500,365100,365100
Altadena,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,690500,693800,695100,696900,699700,703500,709100,715800,723000,728100,733100,738400
Bluffton,SC,Hilton Head Island,Beaufort,234700,237200,239100,240100,240200,240500,241100,242300,244500,247500,249200,249900
Ronkonkoma,NY,New York,Suffolk,302300,303500,302900,300800,298800,297700,297300,296900,295400,293800,294500,298200
Saratoga Springs,NY,Albany,Saratoga,324300,326000,327500,329600,331200,333100,336000,338900,340400,340600,339400,338000
Laramie,WY,Laramie,Albany,216400,216300,216000,216100,216300,216700,217100,216900,216300,216000,215900,216100
Hilton Head Island,SC,Hilton Head Island,Beaufort,383900,384600,385000,385900,387000,388100,388600,389700,393100,398000,400300,400700
Fond du Lac,WI,Fond du Lac,Fond du Lac,98400,98200,97900,97500,97200,97300,97200,97200,97400,97700,97900,98200
Greeneville,TN,Greeneville,Greene,89900,90400,90200,89800,89400,89300,89100,88500,87700,87200,87100,87900
Richfield,MN,Minneapolis-St Paul,Hennepin,205800,207800,209900,211100,211700,212500,213500,214300,215400,216700,218200,219800
Athens,AL,Huntsville,Limestone,130900,131800,132200,132600,133100,134000,134400,134700,135300,136000,136600,137300
Pearl City,HI,Urban Honolulu,Honolulu,615700,621000,627700,632300,636000,639500,642600,644600,647600,651900,658400,666600
Park Ridge,IL,Chicago,Cook,366200,367200,367900,369300,371400,373500,374900,376200,377000,377500,377700,377000
Oakville,MO,St. Louis,Saint Louis,214900,215400,215700,215900,216400,216900,217100,216800,216800,217700,218700,218900
Woburn,MA,Boston,Middlesex,399400,402000,404100,406200,408400,410700,413000,415500,418200,420700,423200,426900
Mt Laurel,NJ,Philadelphia,Burlington,222800,223100,223100,223200,223500,223200,222800,222800,223100,223600,224500,226000
Anthem,AZ,Phoenix,Maricopa,295600,295700,295700,295700,296200,297100,298400,299700,300400,300600,301300,301700
Montclair,CA,Riverside,San Bernardino,356400,358600,361000,362900,364000,364700,365700,367900,370500,372900,374600,376000
Raeford,NC,Fayetteville,Hoke,148000,148800,149800,150500,150800,151000,151000,151000,151100,151000,150600,149900
Evesham,NJ,Philadelphia,Burlington,271000,270600,270000,269700,270000,269800,268300,266700,265200,264400,264900,267100
Rubidoux,CA,Riverside,Riverside,298800,300700,303000,305500,308600,313200,317800,320400,321300,323300,326000,327100
Dublin,CA,San Francisco,Alameda,807000,808300,810300,812900,814200,812500,812800,813300,814900,818100,822600,828200
Fort Lee,NJ,New York,Bergen,502400,501900,503400,505300,506600,507600,507400,507000,508500,510800,510700,510700
Waycross,GA,Waycross,Ware,70100,69800,69900,70000,70200,70200,70500,70600,70800,71000,71600,71900
Covington,KY,Cincinnati,Kenton,76400,76500,76500,76800,77700,79100,80000,80900,82100,83200,83800,84100
Duncanville,TX,Dallas-Fort Worth,Dallas,118300,118900,120300,122000,123800,126400,129400,132100,134400,136600,138400,139400
Southaven,MS,Memphis,DeSoto,127600,128000,128000,127900,127800,127400,127000,127400,129300,131100,132000,133300
Arcadia,FL,Arcadia,De Soto,90700,91400,92100,92700,93200,93500,94100,94900,95500,96200,97000,97400
Buffalo Grove,IL,Chicago,Lake,278800,278500,279300,280500,281700,282600,283700,285400,287700,290600,293400,296300
Port Angeles,WA,Port Angeles,Clallam,181300,181400,182200,183900,185800,187200,188900,191500,193600,195200,198200,201800
Wheeling,IL,Chicago,Cook,164800,164800,165200,166500,167800,168800,169400,170200,170800,171600,172700,173500
Covington,LA,New Orleans,Saint Tammany,189400,190400,192100,193400,194200,195700,197600,199300,201600,203900,205200,207300
Boardman,OH,Youngstown,Mahoning,89500,90200,91100,91500,91700,91600,91400,91200,91100,90900,91000,91700
Pacifica,CA,San Francisco,San Mateo,815300,821300,827600,832400,838700,845700,852700,857400,861900,866900,873700,880200
University City,MO,St. Louis,Saint Louis,197500,197300,196200,195100,194800,194900,195900,199000,202100,202900,202300,202100
Menomonee Falls,WI,Milwaukee,Waukesha,218800,218800,219400,221100,223000,224300,225400,227200,229400,231000,231800,231600
Hurst,TX,Dallas-Fort Worth,Tarrant,162100,164000,165500,167400,169600,171900,173800,175800,177800,179400,181200,183500
Niles,MI,Niles,Berrien,76800,76900,76600,76600,76700,77000,77300,77500,77200,77300,77500,77500
Brookfield,WI,Milwaukee,Waukesha,280700,280600,280500,281300,283000,284400,284700,285900,287300,287600,287900,288400
Brighton,NY,Rochester,Monroe,189500,193800,197400,200600,203400,206500,208100,208000,206900,205900,204400,202200
Caldwell,ID,Boise City,Canyon,140700,141500,142200,143000,143700,144800,146000,147400,148800,149900,150800,152500
Havertown,PA,Philadelphia,Delaware,291000,292000,292900,293400,293300,293500,294700,295400,295000,294500,294200,293800
Mount Airy,NC,Mount Airy,Surry,91200,91500,91800,92000,92200,92300,92700,93300,93900,94100,94400,94800
Oakley,CA,San Francisco,Contra Costa,376300,379800,384000,387800,390400,392300,394300,396600,399300,403000,407100,410500
Egypt Lake-Leto,FL,Tampa,Hillsborough,117100,118400,120100,122600,124400,125400,127600,130500,132700,134200,135200,137200
Stow,OH,Akron,Summit,152200,151900,151800,152100,152500,153200,153900,154600,155800,156500,156800,157200
Prairieville,LA,Baton Rouge,Ascension,213400,214200,215200,216000,216200,216500,217000,217600,218500,219200,219500,219500
Commerce City,CO,Denver,Adams,281500,283100,285500,288800,291400,293500,295700,297800,300100,302900,305900,308300
Arnold,MO,St. Louis,Jefferson,144600,145000,145400,145600,146000,146700,147400,148200,149100,150000,150600,151100
Culver City,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,847800,853100,855600,859700,864100,867700,874800,887700,901800,910900,918100,924400
The Colony,TX,Dallas-Fort Worth,Denton,189400,190800,191700,192900,194900,197600,200200,202300,204200,206500,208700,210300
Winona,MN,Winona,Winona,138300,138000,137800,137700,137800,137500,137000,136300,136400,137200,138500,139800
Cape Girardeau,MO,Cape Girardeau,Cape Girardeau,119800,119900,120300,120500,120600,120700,121300,121900,122600,123200,123900,124600
Windsor Mill,MD,Baltimore,Baltimore,156900,157200,157800,159000,161100,163700,165800,167900,170100,172400,174500,176400
Sun City,AZ,Phoenix,Maricopa,132000,132700,133400,134500,135800,137300,138600,139800,140700,141700,142900,143900
Cottage Grove,MN,Minneapolis-St Paul,Washington,218600,221000,222900,223700,223700,223800,224600,225000,225600,226800,227900,228500
Huber Heights,OH,Dayton,Montgomery,86900,87400,88000,88600,89200,89800,90200,90600,91100,91800,92400,93200
Northville,MI,Detroit,Wayne,366700,369200,371300,372800,373900,375900,378100,379500,380400,381400,383300,386300
Hot Springs,AR,Hot Springs,Garland,120600,120300,120100,120300,120400,120400,120900,121800,122900,123900,124700,125100
Puyallup,WA,Seattle,Pierce,265400,266900,268400,270400,273000,276200,279700,282700,285300,287900,290400,292300
